Strain_microstrain,Deflection_mm,Crack_Propagation_mm,Corrosion_Level_percent,Displacement_mm,Vibration_ms2,Tilt_deg,Modal_Frequency_Hz,Seismic_Activity_ms2,Bearing_Joint_Forces_kN,Vehicle_Load_tons,Traffic_Volume_vph,Axle_Counts_pmin,Impact_Events_g,Dynamic_Load_Distribution_percent,Temperature_C,Humidity_percent,Wind_Speed_ms,Precipitation_mmh,Water_Level_m,Structural_Health_Index_SHI,Fatigue_Accumulation_au,Anomaly_Detection_Score,Energy_Dissipation_au,Acoustic_Emissions_levels,Maintenance_Alert
189.14537926509297,5.786764931805568,0.08656062559472442,1.720008936265116,1.9702388568751923,0.5056302942863709,0.2247871254263605,14.222007988179621,0.00766850679091636,195.70634691402037,10.347000668882972,473.14981614658075,18.852437199710202,0.3652860581945799,45.4080417535021,32.18454750437921,49.41876710664335,4.8126865635953315,4.103528220355161,2.770275670424472,85.07612565900594,0.32109841969571606,0.1223080533934192,0.3210705288828373,24.256685892276867,0
140.16458325550184,4.877382629271157,0.10004505150212371,4.779970364068726,1.7124016123030628,0.613487855684655,0.1513706646724834,15.410455709145342,0.007414626830350439,227.30684519722055,9.81553817783697,514.343361081773,17.750047956390134,0.3992411134796958,52.44395293892645,25.855903041196484,64.54353273566126,4.272416579556463,0.761382723131554,3.19103496713004,77.26892321126054,0.1529863851044725,0.10960652779793527,0.2863938450191361,28.217929150515978,0
180.14664839701987,4.157923710142463,0.028069201506034792,5.221844268583165,3.2144796280022065,0.4521053983054993,0.2547067746238831,15.115986293206955,0.007436824282189864,198.6373085409313,9.426156862354496,471.00358356786984,22.534826203113205,0.3789854026123546,54.89894909229304,22.87184441317981,61.1108569667976,5.347569011549446,2.995983895097204,2.511037127443624,82.79528383094441,0.12270173595693917,0.07597672348154423,0.34201785217905406,14.906138309022458,0
160.67562986153763,5.340185414712962,0.09650458366682677,1.5859753976859077,2.3307005992829093,0.6284898310220061,0.24968704511660175,15.087162223373744,0.01624775872896224,251.19444684364169,10.98303313640591,442.58807488647136,17.43947383352958,0.3048307010916508,52.18508380500665,23.438955345894694,57.212649446697775,4.990970538735231,3.826848834596327,2.6718112835164574,84.83362619373104,0.1709708658785851,0.11593265926841308,0.2842223463443486,20.995239439991174,0
228.15845818319855,18.271646547102826,2.0488917374392726,34.38348555121273,0.9622832201225886,3.297536420159381,0.21947532748895207,6.159354480800072,0.008850195647723172,187.44495554869596,6.6848135705650735,591.6962509595727,20.426667671593478,0.28960269846877124,44.627384173010775,23.21788710696681,49.852444560893005,4.177927396631674,0.930727881862971,2.035992101496704,45.167987030102054,0.7241189824553959,0.7285809646156001,0.25348389386249115,92.73751138824598,1
147.54611591574957,6.02569243818989,0.01824566204145266,6.248709299606954,1.868748537153925,0.4795435794978619,0.21776940337340311,14.062259219367814,0.012618156524035085,218.29285506834447,9.71038128312292,485.98761379146947,24.109815184586708,0.31836493261146237,54.30409678835519,22.695262439720697,62.717340079214964,3.3732428347988748,0.7667682178633923,2.8159576031304305,86.55863446370178,0.15304991591077857,0.09784339375901258,0.3330408456399479,17.94436366050886,0
256.11015810346333,15.978616256884258,2.080186735364017,34.667621233004205,1.5658307169042325,2.593581201238195,0.14189544486917152,9.747762429720565,0.00655200038727078,195.12223976006968,12.365373797058526,630.8978313938737,26.013680650625293,0.15398793266238814,55.944980156977955,25.924260437453963,72.26766791079953,5.121990323032797,0.43930937976756473,2.5967602321593466,39.55261101616702,0.8309972877387988,0.48255678974334787,0.31559088526697915,85.11645066588811,1
327.17847881848445,13.916979137252643,2.42119989900181,45.780463159993275,2.8671538372385448,2.6036819206278814,0.26675074975979757,10.945149255394,0.008063248305241626,209.79820822160033,7.121088027544279,503.29752671822,21.726244387585457,0.23603245924018004,41.71637517013721,20.713074691273476,87.86205270076566,3.433978429859948,3.303172462167383,2.7484599958244953,50.92873050877158,0.8533355628497732,0.7392273067899188,0.2130058549040249,78.9888155517587,1
295.1514081565922,15.669840372286357,1.9056713009046589,39.024815743330514,1.9344944578408196,2.586142181995308,0.29428565630572007,8.819793176384565,0.015498644070213579,232.37276121179823,7.417484365159106,526.5779566144146,18.81483442943608,0.3373168524329065,56.928408572108424,19.32088922007112,50.13520069076262,0.012761754339740434,3.702630573289972,2.8397328431071576,40.10474253622458,0.7409663707252199,0.7837897153275616,0.24185949966975548,73.49236256757284,1
263.7709987324837,15.840416844396728,1.2527590174343501,40.68999270424949,1.8603585663292879,2.5478598531309244,0.1918024162327761,11.625789050116,0.005467545844800839,183.64988738367867,9.400434232595929,556.1778993208435,17.948518060085746,0.2511751002241589,44.298189947378,27.04249299284638,64.36291490405402,5.462071819295934,1.4758389290057317,2.578282662262878,43.620161412794324,0.9331222434128137,0.7435047368397213,0.2515841505010178,67.1741213959007,1
167.8673764408605,5.021219617293827,0.09210514296505898,7.825137832210441,1.7056166566776567,0.6867419650726118,0.22853357269995908,15.338765022676483,0.007455603717187336,212.1760864178806,9.660730447823626,422.95483049952543,26.558593130918812,0.2955117970016716,46.40821309858857,21.006050254800904,49.82793061456639,3.3877173266096223,1.1692481456448447,3.2184802531336523,85.93510186151495,0.18946344749166746,0.0711822399899885,0.25918614231667825,20.659917051892293,0
124.65211005188745,5.791501201401877,-0.01249476278766919,3.4877889430232814,0.9467783480156984,0.6401614234249625,0.1748462485225774,15.238217831313182,0.0013515333815115448,254.01175399386557,10.818171287458863,539.5526798826986,22.50759277383681,0.3093318712004261,47.69957809900735,23.464644812493223,67.58336357681851,6.655902302149265,1.7413233729477795,2.7847778459021004,89.50352171146382,0.2572792859295316,0.09693711741541448,0.27320156309957205,23.767805010819785,0
150.59969070926968,4.805904625354427,0.08746905372591664,2.6626939102814275,2.601995637402542,0.45165828377218775,0.19681596551384187,15.498502216350843,0.004791025634005198,179.8884648072223,7.606821018637094,548.5533031706659,23.773414132659113,0.2409302218444506,44.25356329537201,14.944076553353689,61.46965079066301,5.852905777861666,1.683128185250129,3.3750337422418877,84.42691096228721,0.14827074423590914,0.07415681392783613,0.3385535236681235,24.13027165160924,0
142.53523917872494,4.453683099014014,0.19499555288289197,3.4926275126710276,2.523742454329104,0.4143837124995597,0.1703244790132275,14.888430272579877,0.00887383180102745,201.4668518024551,10.070314774695433,610.3223086970811,18.045722958933,0.2530058366577855,50.73869151678458,25.468795346216407,75.17758502358058,7.324716303452437,2.7139483675159575,2.737352270490694,87.93006559980483,0.11100052677252753,0.08607900352158643,0.2942297267731325,23.284123979877243,0
132.67542684492682,5.009659951235677,0.16958030829626547,3.770663463033392,2.3708017044058156,0.46908911005002873,0.1729653533466954,12.826385018306327,-0.0018576973756889736,185.19353903984367,9.33865815766434,533.9036945456781,20.388420543577393,0.25970431399867994,41.772164492702274,29.196015762745017,59.47763635338193,6.509060533084456,3.5813476032274663,2.4948347445043675,86.51619875394998,0.20652089261145484,0.1099803001987445,0.3123460090735421,17.81348949188389,0
131.67558697953135,4.402792085975922,0.029940852056420844,7.340500440284998,1.7795775732809782,0.3804750700175959,0.23975921768900368,14.131888749202595,0.007357289770377643,204.3644141250759,10.602177380312975,406.0566755275453,24.15848195351249,0.3288483655431693,51.97688606147061,29.140219683452344,60.968110051874646,6.923556843061962,0.33794924185622355,2.366256348801095,77.59399503339327,0.18954157004794064,0.11089637859405338,0.27708369205118133,20.963108800012037,0
365.7833035832598,11.344201020469672,2.0393962992442405,34.61641160386312,2.2085285715587495,1.3662964322259172,0.2115027816126995,7.994598454583999,-0.006120005033528303,211.81342215929155,9.89368286886399,463.22893193739327,18.075849306713938,0.3585398944160309,50.717032551437484,24.92607683082214,39.9663900043095,9.664865725000027,2.9638409007367197,2.572458488905243,52.93688918138729,0.739118771745392,0.6065165355904757,0.37182324026696273,81.07833356640704,1
